epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,evrv_positive_tests,hcov_positive_tests,rsv_positive_tests
201647,2016-11-26,2016-12-15,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2016-12-15,nation,ca,137,117,29,387,134,479
201649,2016-12-10,2016-12-15,nation,ca,139,90,28,414,172,632
201635,2016-09-05,2016-12-08,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-12-08,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-12-08,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-12-08,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-12-08,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-12-08,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-12-08,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-12-08,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-12-08,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2016-12-08,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2016-12-08,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2016-12-08,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2016-12-08,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2016-12-08,nation,ca,130,113,28,423,132,449
201635,2016-09-05,2016-12-01,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-12-01,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-12-01,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-12-01,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-12-01,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-12-01,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-12-01,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-12-01,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-12-01,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2016-12-01,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2016-12-01,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2016-12-01,nation,ca,129,74,14,475,90,213
201647,2016-11-26,2016-12-01,nation,ca,126,84,19,420,88,347
201635,2016-09-05,2016-11-24,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-11-24,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-11-24,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-11-24,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-11-24,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-11-24,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-11-24,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-11-24,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-11-24,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2016-11-24,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2016-11-24,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2016-11-24,nation,ca,128,74,14,484,86,200
201635,2016-09-05,2016-11-17,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-11-17,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-11-17,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-11-17,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-11-17,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-11-17,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-11-17,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-11-17,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-11-17,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2016-11-17,nation,ca,89,31,10,363,48,125
201645,2016-11-12,2016-11-17,nation,ca,95,63,19,498,63,170
201635,2016-09-05,2016-11-10,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-11-10,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-11-10,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-11-10,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-11-10,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-11-10,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-11-10,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-11-10,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-11-10,nation,ca,101,44,4,364,39,72
201644,2016-11-05,2016-11-10,nation,ca,84,30,9,350,45,122
201635,2016-09-05,2016-11-03,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-11-03,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-11-03,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-11-03,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-11-03,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-11-03,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-11-03,nation,ca,60,37,5,402,11,47
201642,2016-10-22,2016-11-03,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2016-11-03,nation,ca,98,45,4,378,36,70
201635,2016-09-05,2016-10-27,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-10-27,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-10-27,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-10-27,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-10-27,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-10-27,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2016-10-27,nation,ca,60,37,5,403,11,47
201642,2016-10-22,2016-10-27,nation,ca,71,39,9,437,19,65
201635,2016-09-05,2016-10-20,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-10-20,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-10-20,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-10-20,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-10-20,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2016-10-20,nation,ca,46,38,6,493,18,41
201641,2016-10-15,2016-10-20,nation,ca,56,34,5,388,10,47
201635,2016-09-05,2016-10-14,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-10-14,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-10-14,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-10-14,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-10-14,nation,ca,46,28,3,511,10,32
201640,2016-10-08,2016-10-14,nation,ca,44,36,6,464,17,41
201635,2016-09-05,2016-10-06,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-10-06,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-10-06,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2016-10-06,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2016-10-06,nation,ca,42,27,3,481,8,32
201635,2016-09-05,2016-09-29,nation,ca,49,26,11,230,5,250
201636,2016-09-12,2016-09-29,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2016-09-29,nation,ca,50,24,2,358,7,29
201638,2016-09-24,2016-09-29,nation,ca,58,33,5,405,20,31
201635,2016-09-05,2016-09-22,nation,ca,49,26,11,227,5,24
201636,2016-09-12,2016-09-22,nation,ca,20,21,5,216,4,18
201637,2016-09-17,2016-09-22,nation,ca,48,23,2,339,7,28
201635,2016-09-05,2016-09-15,nation,ca,49,26,11,227,5,24
201636,2016-09-12,2016-09-15,nation,ca,20,21,5,216,4,18
201635,2016-09-03,2016-09-08,nation,ca,45,25,9,204,5,22
