epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,evrv_positive_tests,hcov_positive_tests,rsv_positive_tests,flu_positive_tests
202141,2021-10-16,2021-10-28,nation,ca,362,49,7,722,48,932,6
202142,2021-10-23,2021-10-28,nation,ca,309,97,4,688,33,894,6
202135,2021-09-04,2021-10-21,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-10-21,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-10-21,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-10-21,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-10-21,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-10-21,nation,ca,313,50,6,920,17,867,2
202141,2021-10-16,2021-10-21,nation,ca,353,47,7,716,48,931,6
202135,2021-09-04,2021-10-14,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-10-14,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-10-14,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-10-14,nation,ca,179,31,14,1180,17,649,0
202139,2021-10-02,2021-10-14,nation,ca,329,46,7,1147,17,771,1
202140,2021-10-09,2021-10-14,nation,ca,312,49,6,918,15,720,3
202135,2021-09-04,2021-10-07,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-10-07,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-10-07,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-10-07,nation,ca,163,26,13,1080,17,641,0
202139,2021-10-02,2021-10-07,nation,ca,319,44,5,1104,16,769,1
202135,2021-09-04,2021-10-01,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-10-01,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-10-01,nation,ca,207,28,6,911,11,628,4
202138,2021-09-25,2021-10-01,nation,ca,163,26,13,1080,17,641,0
202135,2021-09-04,2021-09-23,nation,ca,158,31,6,557,21,286,3
202136,2021-09-11,2021-09-23,nation,ca,142,33,7,511,14,479,1
202137,2021-09-18,2021-09-23,nation,ca,193,27,5,839,10,626,4
202135,2021-09-04,2021-09-16,nation,ca,157,31,6,556,21,286,3
202136,2021-09-11,2021-09-16,nation,ca,137,34,6,495,13,479,1
